can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,id_team,name,short_name,position,price,team_name,avg_mins_per_start,total_attacking_involvement,minutes_per_90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,games_played,start_rate,estimated_shots_per_90,goal_efficiency,assist_efficiency,offensive_threat,points_per_start
True,True,,,494521,0,0,0,0,0,2,6.5,5.5,9,Adrien,6.0,74,False,,,45,494521.jpg,4.8,False,Truffert,1.6,False,,a,4,91,24,157892,42784,60881,8030,1.3,5.3,Truffert,73.0,2025-06-16,2001-11-20,False,p494521,450,0,0,3,5,0,0,0,0,0,0,4,82,82.8,92.0,9.0,18.3,20,21,8,28,5,0.01,0.38,0.39,3.62,96,44,37,7,256,82,81,23,,,,,,,0.0,0.0,0.08,0.08,0.72,1.0,448,99,24,11,60,27,149,55,1.0,0.6,5.6,4,Bournemouth,BOU,DEF,4.5,Bournemouth,90.0,0.39,5.0,0.002,0.0,0.076,0.0,5.0,125.0,0.012,-0.002,-0.076,0.078,4.8
True,True,100.0,75.0,242882,0,0,0,0,1,2,4.2,2.4,5,Bafodé,3.7,685,False,,2025-09-13T21:30:08.472990Z,45,242882.jpg,5.2,False,Diakité,0.4,False,,a,4,91,21,57386,4225,33591,2569,0.8,4.7,Diakité,73.0,2025-08-13,2001-01-06,False,p242882,360,0,0,3,4,0,0,0,1,0,0,2,83,71.0,23.8,6.0,10.1,26,17,7,33,4,0.0,0.04,0.04,3.0,120,54,187,51,283,93,187,63,,,,,,,0.0,0.0,0.01,0.01,0.75,1.0,420,89,83,37,39,18,256,96,1.0,0.75,8.25,4,Bournemouth,BOU,DEF,4.5,Bournemouth,90.0,0.04,4.0,0.0,0.0,0.01,0.0,4.0,100.0,0.0,0.0,-0.01,0.01,5.25
True,True,,,432830,0,0,0,0,0,2,2.0,2.0,0,Nathan,2.0,106,False,,,50,432830.jpg,3.0,False,Collins,1.4,False,,a,5,94,15,43499,1900,72724,9715,0.4,3.0,Collins,104.0,2023-07-04,2001-04-30,False,p432830,450,0,0,1,10,0,0,0,2,0,0,1,45,102.8,11.6,50.0,16.5,44,17,4,48,5,0.11,0.06,0.17,6.85,58,25,267,89,76,10,99,32,,,,,,,0.02,0.0,0.01,0.03,1.37,2.0,275,45,189,74,164,64,162,59,1.0,0.2,9.6,5,Brentford,BRE,DEF,5.0,Brentford,90.0,0.16999999999999998,5.0,0.022,0.0,0.012,0.0,5.0,125.0,0.132,-0.022,-0.012,0.034,3.0
True,True,,,249231,0,0,0,0,0,2,2.7,2.7,1,Keane,2.7,107,False,,,50,249231.jpg,3.0,False,Lewis-Potter,0.4,False,,a,5,94,15,14335,706,18888,2354,0.5,3.0,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,383,0,0,2,8,0,0,0,0,0,0,0,34,27.2,25.4,15.0,6.8,10,16,6,16,5,0.12,0.06,0.18,5.7,259,100,180,48,219,60,253,84,,,4.0,,,,0.03,0.0,0.01,0.04,1.34,1.88,272,44,148,60,162,63,270,97,1.17,0.47,3.76,5,Brentford,BRE,DEF,5.0,Brentford,76.6,0.18,4.2555555555555555,0.028198433420365536,0.0,0.014099216710182768,0.0,4.2555555555555555,125.0,0.1691906005221932,-0.028198433420365536,-0.014099216710182768,0.0422976501305483,3.0
True,True,,,607464,0,0,0,0,0,2,1.3,1.3,1,Michael,1.3,110,False,,,45,607464.jpg,3.0,False,Kayode,0.4,False,,a,5,94,15,41542,831,25247,2461,0.3,3.3,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,436,0,0,1,9,0,0,0,0,0,0,2,51,87.6,47.4,6.0,14.1,22,20,10,32,5,0.0,0.17,0.17,6.61,80,36,96,21,284,94,126,41,,,,,,,0.0,0.0,0.04,0.04,1.36,1.86,497,109,228,85,155,60,283,103,1.03,0.21,6.61,5,Brentford,BRE,DEF,4.5,Brentford,87.2,0.17,4.844444444444444,0.0,0.0,0.03509174311926606,0.0,4.844444444444444,125.0,0.0,0.0,-0.03509174311926606,0.03509174311926606,3.0
True,True,,,444765,0,0,0,0,0,2,1.7,1.7,1,Sepp,1.7,113,False,,,45,444765.jpg,3.2,False,van den Berg,0.7,False,,a,5,94,16,60685,1793,38198,4214,0.4,3.6,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,450,0,0,1,10,0,0,0,0,0,0,0,50,108.6,2.2,26.0,13.7,47,14,3,50,5,0.21,0.03,0.24,6.85,48,20,339,121,161,38,133,44,,,,,,,0.04,0.0,0.01,0.05,1.37,2.0,428,93,204,79,136,53,208,77,1.0,0.2,10.0,5,Brentford,BRE,DEF,4.5,Brentford,90.0,0.24,5.0,0.041999999999999996,0.0,0.006,0.0,5.0,125.0,0.252,-0.041999999999999996,-0.006,0.047999999999999994,3.2
True,True,75.0,75.0,465730,-1,1,-1,1,0,2,0.4,0.8,0,Maxim,1.0,145,False,Knock - 75% chance of playing,2025-09-13T21:30:07.998380Z,44,465730.jpg,1.2,False,De Cuyper,2.8,False,,d,6,36,5,46307,284,379823,44445,0.2,1.1,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,269,0,0,0,5,0,0,0,1,0,0,0,24,28.4,37.7,12.0,7.9,10,15,6,16,4,0.0,0.47,0.47,3.84,253,97,129,32,236,71,230,77,,,,,,,0.0,0.0,0.16,0.16,1.28,1.67,554,144,255,91,299,106,105,40,1.34,0.0,5.35,6,Brighton,BHA,DEF,4.4,Brighton,67.25,0.47,2.988888888888889,0.0,0.0,0.15724907063197024,0.0,2.988888888888889,100.0,0.0,0.0,-0.15724907063197024,0.15724907063197024,1.25
True,True,,,83299,0,0,0,0,0,2,2.8,3.3,3,Lewis,3.3,146,False,,,45,83299.jpg,2.6,False,Dunk,1.2,False,,a,6,36,13,38246,3478,51655,4944,0.7,2.9,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,450,0,1,0,8,0,0,0,1,0,0,0,57,86.4,14.6,28.0,13.0,37,20,5,42,5,0.21,0.02,0.23,6.85,85,40,245,79,152,32,142,48,,,,,,,0.04,0.0,0.0,0.04,1.37,1.6,392,71,98,41,189,74,171,63,1.0,0.0,8.4,6,Brighton,BHA,DEF,4.5,Brighton,90.0,1.23,5.0,0.041999999999999996,0.0,0.004,0.2,5.0,125.0,0.252,-0.041999999999999996,0.196,0.046,2.6
True,True,,,469142,0,0,0,0,0,2,1.2,1.7,1,Jan Paul,1.7,151,False,,,45,469142.jpg,1.6,False,van Hecke,0.9,False,,a,6,36,8,17193,1473,48894,4821,0.4,1.8,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,450,0,0,0,8,1,0,0,1,0,0,0,34,103.0,3.7,39.0,14.7,38,15,3,41,5,0.3,0.16,0.46,6.85,57,24,323,112,109,17,115,38,,,,,,,0.06,0.0,0.03,0.09,1.37,1.6,438,95,205,80,276,97,190,72,1.0,0.0,8.2,6,Brighton,BHA,DEF,4.5,Brighton,90.0,0.45999999999999996,5.0,0.06,0.0,0.032,0.0,5.0,125.0,0.36,-0.06,-0.032,0.092,1.6
True,True,,,179268,0,0,2,-2,0,2,2.8,2.8,0,Marc,2.3,224,False,,,62,179268.jpg,4.0,False,Cucurella Saseta,25.8,False,,a,7,8,20,1347954,28186,783273,191041,0.4,3.2,Cucurella,200.0,2022-08-05,1998-07-22,False,p179268,356,0,1,2,4,0,0,0,1,0,0,2,90,84.2,80.6,40.0,20.5,18,18,9,27,4,0.22,0.47,0.69,4.29,92,41,49,9,106,15,63,14,,,,,,,0.06,0.0,0.12,0.18,1.08,1.01,80,1,176,69,94,43,11,3,1.01,0.51,6.83,7,Chelsea,CHE,DEF,6.2,Chelsea,89.0,1.69,3.9555555555555557,0.05561797752808988,0.0,0.11882022471910111,0.25280898876404495,3.9555555555555557,100.0,0.3337078651685393,-0.05561797752808988,0.13398876404494384,0.174438202247191,5.0
True,True,,,225796,0,0,-1,1,0,2,2.5,2.5,4,Reece,2.0,225,False,,,54,225796.jpg,2.4,False,James,4.4,False,,a,7,8,12,174118,14243,343314,17248,0.4,2.2,James,241.0,2019-05-15,1999-12-08,False,p225796,243,0,1,1,3,0,0,0,1,0,0,0,64,57.0,98.5,13.0,16.9,14,15,4,18,2,0.08,0.5,0.58,4.44,147,63,33,6,234,69,93,29,3.0,,2.0,,,,0.03,0.0,0.19,0.22,1.64,1.11,185,24,191,75,204,80,79,30,0.74,0.37,6.67,7,Chelsea,CHE,DEF,5.4,Chelsea,121.5,1.58,2.7,0.029629629629629627,0.0,0.18518518518518517,0.37037037037037035,2.7,50.0,0.17777777777777776,-0.029629629629629627,0.18518518518518517,0.2148148148148148,6.0
True,True,,,180736,1,-1,2,-2,1,2,8.5,8.5,8,Trevoh,8.0,226,True,,,52,180736.jpg,7.6,False,Chalobah,10.2,False,,a,7,8,38,1124842,178761,222736,28710,1.5,7.3,Chalobah,241.0,2018-02-16,1999-07-05,False,p180736,428,2,1,2,5,0,0,0,1,0,0,2,130,180.4,34.3,76.0,29.1,41,15,10,51,5,0.75,0.55,1.30,5.24,2,1,138,34,42,3,22,2,,,,,,,0.16,0.0,0.12,0.28,1.1,1.05,231,33,4,3,4,2,43,14,1.05,0.42,10.72,7,Chelsea,CHE,DEF,5.2,Chelsea,85.6,4.3,4.7555555555555555,0.15771028037383178,0.4205607476635514,0.11565420560747665,0.2102803738317757,4.7555555555555555,125.0,0.9462616822429907,0.2628504672897196,0.09462616822429905,0.2733644859813084,7.6
True,True,100.0,100.0,109646,0,0,0,0,0,2,3.5,3.5,0,Tosin,3.0,232,False,,2025-08-18T08:00:05.503139Z,45,109646.jpg,2.8,False,Adarabioyo,1.1,False,,a,7,8,11,82409,4269,97281,14076,0.7,2.4,Tosin,241.0,2024-07-01,1997-09-24,False,p109646,353,0,0,1,5,0,0,0,1,0,0,0,53,99.0,6.4,11.0,11.7,32,13,5,37,3,0.05,0.07,0.11,4.97,65,28,305,102,240,73,160,54,,,,,,,0.01,0.0,0.02,0.03,1.27,1.27,397,75,115,50,175,69,181,67,0.76,0.25,9.43,7,Chelsea,CHE,DEF,4.5,Chelsea,117.66666666666667,0.12000000000000001,3.922222222222222,0.01274787535410765,0.0,0.01784702549575071,0.0,3.922222222222222,75.0,0.0764872521246459,-0.01274787535410765,-0.01784702549575071,0.03059490084985836,3.6666666666666665
True,True,,,247348,0,0,1,-1,0,2,4.3,5.3,2,Daniel,5.3,256,False,,,56,247348.jpg,5.2,False,Muñoz Mejía,13.2,False,,a,8,31,26,951190,20577,380780,117097,0.9,4.6,Muñoz,48.0,2024-01-30,1996-05-26,False,p247348,450,0,1,3,2,0,0,0,2,0,0,1,100,81.8,65.5,72.0,21.8,18,21,9,27,5,0.36,1.14,1.50,4.68,98,45,70,16,46,4,54,9,,,,,,,0.07,0.0,0.23,0.3,0.94,0.4,127,12,40,18,44,22,31,11,1.0,0.6,5.4,8,Crystal Palace,CRY,DEF,5.6,Crystal Palace,90.0,2.5,5.0,0.072,0.0,0.22799999999999998,0.2,5.0,125.0,0.43199999999999994,-0.072,-0.02799999999999997,0.3,5.2
True,True,,,437499,0,0,1,-1,1,2,5.3,6.3,2,Maxence,6.3,257,False,,,51,437499.jpg,6.0,False,Lacroix,4.1,False,,a,8,31,30,463817,16667,153923,47957,1.2,5.9,Lacroix,73.0,2024-08-30,2000-04-06,False,p437499,450,0,1,3,2,0,0,0,1,0,0,2,112,118.8,15.6,34.0,16.8,40,14,9,49,5,0.3,0.14,0.44,4.68,38,14,241,78,128,23,95,30,,,,,,,0.06,0.0,0.03,0.09,0.94,0.4,237,35,16,7,21,12,85,34,1.0,0.6,9.8,8,Crystal Palace,CRY,DEF,5.1,Crystal Palace,90.0,1.44,5.0,0.06,0.0,0.028000000000000004,0.2,5.0,125.0,0.36,-0.06,0.17200000000000001,0.088,6.0
True,True,,,244723,0,0,0,0,0,2,5.7,6.7,8,Tyrick,6.7,258,False,,,50,244723.jpg,6.0,False,Mitchell,2.0,False,,a,8,31,30,127638,14805,67052,7549,1.3,6.0,Mitchell,241.0,2019-12-15,1999-09-01,False,p244723,450,1,0,3,2,0,0,0,2,0,0,2,126,134.2,107.3,37.0,27.9,19,24,19,38,5,0.28,0.34,0.62,4.68,20,6,25,4,119,21,24,3,,,,,,,0.06,0.0,0.07,0.13,0.94,0.4,271,43,8,5,19,11,130,51,1.0,0.6,7.6,8,Crystal Palace,CRY,DEF,5.0,Crystal Palace,90.0,1.62,5.0,0.05600000000000001,0.2,0.068,0.0,5.0,125.0,0.3360000000000001,0.14400000000000002,-0.068,0.12400000000000001,6.0
True,True,,,209036,0,0,2,-2,1,2,8.3,9.3,7,Marc,9.3,260,True,,,47,209036.jpg,7.2,False,Guéhi,24.8,False,,a,8,31,36,1752775,211029,343721,58262,2.0,7.7,Guéhi,241.0,2021-07-18,2000-07-13,False,p209036,450,1,1,3,2,0,0,0,0,0,0,3,126,118.2,26.5,35.0,18.0,26,17,10,36,5,0.39,0.04,0.43,4.68,39,15,174,45,124,22,83,24,,,,,,,0.08,0.0,0.01,0.09,0.94,0.4,384,66,2,1,6,4,13,4,1.0,0.6,7.2,8,Crystal Palace,CRY,DEF,4.7,Crystal Palace,90.0,2.4299999999999997,5.0,0.078,0.2,0.008,0.2,5.0,125.0,0.46799999999999997,0.12200000000000001,0.192,0.086,7.2
True,True,,,427623,0,0,0,0,0,2,5.0,6.0,4,Chris,6.0,261,False,,,45,427623.jpg,5.2,False,Richards,2.4,False,,a,8,31,26,231537,54379,109282,31494,1.3,5.8,Richards,229.0,2022-07-27,2000-03-28,False,p427623,450,0,0,3,2,0,0,0,0,0,0,0,112,122.6,21.5,18.0,16.3,38,7,12,50,5,0.27,0.08,0.35,4.68,33,12,196,55,206,52,102,33,,,,,,,0.05,0.0,0.02,0.07,0.94,0.4,423,91,23,10,40,19,119,45,1.0,0.6,10.0,8,Crystal Palace,CRY,DEF,4.5,Crystal Palace,90.0,0.35000000000000003,5.0,0.054000000000000006,0.0,0.016,0.0,5.0,125.0,0.32400000000000007,-0.054000000000000006,-0.016,0.07,5.2
True,True,,,17761,0,0,0,0,0,2,4.7,3.7,3,James,4.7,291,False,,,55,17761.jpg,5.2,False,Tarkowski,7.6,False,,a,9,11,26,352390,105073,271155,36413,0.9,4.7,Tarkowski,241.0,2022-07-01,1992-11-19,False,p17761,450,0,0,2,5,0,0,0,0,0,0,0,78,131.2,21.3,17.0,17.0,51,15,10,61,5,0.2,0.07,0.27,7.05,24,8,201,58,212,56,91,27,,,,,,,0.04,0.0,0.01,0.05,1.41,1.0,132,14,54,24,42,21,53,19,1.0,0.4,12.2,9,Everton,EVE,DEF,5.5,Everton,90.0,0.27,5.0,0.04,0.0,0.014000000000000002,0.0,5.0,125.0,0.24,-0.04,-0.014000000000000002,0.054000000000000006,5.2
True,True,,,512462,0,0,0,0,0,2,2.7,1.7,1,Jake,2.7,293,False,,,50,512462.jpg,3.2,False,O'Brien,0.5,False,,a,9,11,16,20847,3029,28565,2867,0.5,3.2,O'Brien,104.0,2024-07-30,2001-05-15,False,p512462,450,0,0,2,5,0,0,0,0,0,0,0,44,53.2,36.0,20.0,11.0,16,12,7,23,5,0.29,0.11,0.40,7.05,160,69,135,33,194,48,168,57,,,,,,,0.06,0.0,0.02,0.08,1.41,1.0,296,49,150,61,141,55,238,86,1.0,0.4,4.6,9,Everton,EVE,DEF,5.0,Everton,90.0,0.39999999999999997,5.0,0.057999999999999996,0.0,0.022,0.0,5.0,125.0,0.348,-0.057999999999999996,-0.022,0.07999999999999999,3.2
True,True,,,106611,0,0,0,0,0,2,3.3,2.3,1,Michael,3.3,295,False,,,45,106611.jpg,4.0,False,Keane,0.7,False,,a,9,11,20,68027,11133,33534,4876,0.7,4.4,Keane,241.0,2017-07-03,1993-01-11,False,p106611,450,0,0,2,5,0,0,0,0,0,0,0,68,94.8,12.4,40.0,14.7,42,16,5,47,5,0.55,0.06,0.61,7.05,72,33,258,84,101,14,114,37,,,,,,,0.11,0.0,0.01,0.12,1.41,1.0,395,73,99,42,82,37,199,75,1.0,0.4,9.4,9,Everton,EVE,DEF,4.5,Everton,90.0,0.6100000000000001,5.0,0.11000000000000001,0.0,0.012,0.0,5.0,125.0,0.6600000000000001,-0.11000000000000001,-0.012,0.12200000000000001,4.0
True,True,,,174874,0,0,0,0,1,2,5.7,5.7,4,Joachim,5.7,317,False,,,45,174874.jpg,4.6,False,Andersen,3.9,False,,a,10,54,23,254480,68144,123267,31359,1.3,5.1,Andersen,58.0,2024-08-23,1996-05-31,False,p174874,450,0,0,1,5,0,0,0,0,0,0,2,88,123.2,27.4,29.0,17.9,44,17,12,56,5,0.43,0.73,1.16,6.85,32,11,168,42,144,27,84,25,,,,,,,0.09,0.0,0.15,0.24,1.37,1.0,404,78,29,14,66,28,89,36,1.0,0.2,11.2,10,Fulham,FUL,DEF,4.5,Fulham,90.0,1.16,5.0,0.086,0.0,0.146,0.0,5.0,125.0,0.516,-0.086,-0.146,0.23199999999999998,4.6
True,True,,,232892,0,0,0,0,0,2,4.7,4.7,4,Calvin,4.7,318,False,,,45,232892.jpg,3.4,False,Bassey,0.6,False,,a,10,54,17,27295,3141,20595,1795,1.0,3.8,Bassey,157.0,2023-07-28,1999-12-31,False,p232892,450,0,0,1,5,0,0,0,1,0,0,3,65,80.8,7.5,9.0,9.8,24,24,7,31,5,0.16,0.05,0.21,6.85,104,47,298,99,255,81,195,68,,,,,,,0.03,0.0,0.01,0.04,1.37,1.0,418,88,50,22,129,50,233,84,1.0,0.2,6.2,10,Fulham,FUL,DEF,4.5,Fulham,90.0,0.21000000000000002,5.0,0.032,0.0,0.01,0.0,5.0,125.0,0.192,-0.032,-0.01,0.042,3.4
True,True,,,167074,0,0,0,0,0,2,3.7,3.7,2,Kenny,3.7,322,False,,,45,167074.jpg,3.0,False,Tete,0.2,False,,a,10,54,15,13602,704,9620,1035,0.8,3.3,Tete,152.0,2020-09-10,1995-10-09,False,p167074,450,0,0,1,5,0,0,0,0,0,0,0,76,86.8,40.5,14.0,14.2,20,16,16,36,5,0.07,0.43,0.50,6.85,84,39,119,28,224,63,124,40,,,,,,,0.01,0.0,0.09,0.1,1.37,1.0,402,77,82,36,153,58,351,127,1.0,0.2,7.2,10,Fulham,FUL,DEF,4.5,Fulham,90.0,0.5,5.0,0.014000000000000002,0.0,0.086,0.0,5.0,125.0,0.08400000000000002,-0.014000000000000002,-0.086,0.09999999999999999,3.0
True,True,75.0,100.0,226182,0,0,0,0,0,2,2.6,3.5,4,Jayden,4.0,342,False,Foot injury - 75% chance of playing,2025-09-20T23:30:06.793765Z,45,226182.jpg,3.4,False,Bogle,0.2,False,,d,11,2,17,6169,329,8114,1429,0.9,3.8,Bogle,241.0,2024-07-20,2000-07-27,False,p226182,434,0,1,2,6,0,0,0,2,0,0,0,51,53.4,16.9,29.0,9.9,20,29,11,31,5,0.14,0.04,0.18,5.46,159,68,232,73,145,28,192,66,,,,,,,0.03,0.0,0.01,0.04,1.13,1.24,414,85,74,33,128,49,377,140,1.04,0.41,6.43,11,Leeds,LEE,DEF,4.5,Leeds,86.8,1.18,4.822222222222222,0.029032258064516134,0.0,0.008294930875576038,0.20737327188940094,4.822222222222222,125.0,0.1741935483870968,-0.029032258064516134,0.1990783410138249,0.03732718894009217,3.4
True,True,,,222694,0,0,0,0,0,2,3.5,3.5,4,Pascal,4.0,343,False,,,45,222694.jpg,4.0,False,Struijk,0.4,False,,a,11,2,20,17529,2288,19213,1683,0.9,4.4,Struijk,152.0,2018-04-12,1999-08-11,False,p222694,450,0,0,2,7,0,0,0,0,0,0,2,77,98.6,14.3,26.0,14.0,36,14,4,40,5,0.23,0.03,0.26,6.52,67,30,246,80,159,36,128,42,,,,,3.0,,0.05,0.0,0.01,0.06,1.3,1.4,412,83,73,32,84,38,281,101,1.0,0.4,8.0,11,Leeds,LEE,DEF,4.5,Leeds,90.0,0.26,5.0,0.046,0.0,0.006,0.0,5.0,125.0,0.276,-0.046,-0.006,0.052,4.0
True,True,100.0,100.0,243526,0,0,0,0,0,2,3.8,3.8,4,Gabriel,4.3,347,False,,2025-08-31T01:00:08.219642Z,40,243526.jpg,4.2,False,Gudmundsson,5.5,False,,a,11,2,21,472760,66148,166787,20578,1.1,5.2,Gudmundsson,206.0,2025-07-08,1999-04-29,False,p243526,439,0,0,2,7,1,0,0,1,0,0,6,67,83.6,74.1,27.0,18.5,27,18,8,35,5,0.17,0.35,0.52,6.49,94,43,58,11,155,33,76,19,,,,,,,0.03,0.0,0.07,0.1,1.33,1.44,643,172,61,27,76,35,65,25,1.03,0.41,7.18,11,Leeds,LEE,DEF,4.0,Leeds,87.8,0.52,4.877777777777778,0.03485193621867882,0.0,0.07175398633257402,0.0,4.877777777777778,125.0,0.2091116173120729,-0.03485193621867882,-0.07175398633257402,0.10660592255125284,4.2
True,True,100.0,100.0,214225,0,0,0,0,0,2,3.8,3.8,2,Joe,4.3,348,False,,2025-09-05T10:00:06.564684Z,40,214225.jpg,4.4,False,Rodon,4.2,False,,a,11,2,22,351181,79517,122237,22679,1.1,5.5,Rodon,244.0,2024-07-02,1997-10-22,False,p214225,450,0,0,2,7,0,0,0,0,0,0,2,76,97.8,2.8,4.0,10.5,44,10,3,47,5,0.0,0.01,0.01,6.52,69,31,329,115,298,100,176,59,,,,,,,0.0,0.0,0.0,0.0,1.3,1.4,633,167,60,26,70,31,83,33,1.0,0.4,9.4,11,Leeds,LEE,DEF,4.0,Leeds,90.0,0.01,5.0,0.0,0.0,0.002,0.0,5.0,125.0,0.0,0.0,-0.002,0.002,4.4
True,True,,,544877,0,0,-1,1,0,2,4.3,4.3,4,Milos,3.3,371,False,,,59,544877.jpg,2.2,False,Kerkez,5.1,False,,a,12,14,11,191810,8171,397727,28871,0.6,1.9,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,366,0,0,1,3,0,0,0,2,0,0,0,53,72.2,38.5,12.0,12.4,26,12,8,34,5,0.08,0.07,0.15,3.05,117,53,125,31,239,72,153,52,,,,,,,0.02,0.0,0.02,0.04,0.75,0.74,112,8,110,46,225,86,70,29,1.23,0.25,8.36,12,Liverpool,LIV,DEF,5.9,Liverpool,73.2,0.15000000000000002,4.066666666666666,0.019672131147540985,0.0,0.01721311475409836,0.0,4.066666666666666,125.0,0.1180327868852459,-0.019672131147540985,-0.01721311475409836,0.036885245901639344,2.2
True,True,,,97032,0,0,1,-1,0,2,7.7,7.7,4,Virgil,6.7,373,False,,,61,97032.jpg,5.2,False,van Dijk,29.8,False,,a,12,14,26,1091974,108881,595001,86774,1.1,4.3,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,450,0,0,2,5,0,0,0,0,0,0,4,91,166.6,22.4,29.0,21.8,58,11,2,60,5,0.18,0.1,0.28,3.95,6,2,193,53,149,29,55,10,,,3.0,,,,0.04,0.0,0.02,0.06,0.79,1.0,83,2,11,6,46,23,9,2,1.0,0.4,12.0,12,Liverpool,LIV,DEF,6.1,Liverpool,90.0,0.28,5.0,0.036,0.0,0.02,0.0,5.0,125.0,0.21599999999999997,-0.036,-0.02,0.055999999999999994,5.2
True,True,,,204716,0,0,0,0,0,2,7.3,7.3,4,Ibrahima,6.3,374,False,,,55,204716.jpg,4.0,False,Konaté,3.5,False,,a,12,14,20,163840,22625,154210,15288,1.1,3.6,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,434,0,0,2,5,0,0,0,1,0,0,3,75,99.0,29.8,14.0,14.3,28,13,8,36,5,0.53,0.06,0.59,3.86,66,29,159,38,229,66,122,39,,,,,,,0.11,0.0,0.01,0.12,0.8,1.04,145,18,18,8,93,42,97,39,1.04,0.41,7.47,12,Liverpool,LIV,DEF,5.5,Liverpool,86.8,0.5900000000000001,4.822222222222222,0.1099078341013825,0.0,0.012442396313364055,0.0,4.822222222222222,125.0,0.659447004608295,-0.1099078341013825,-0.012442396313364055,0.12235023041474655,4.0
True,True,25.0,25.0,448514,0,0,-1,1,0,2,0.2,0.0,0,Rayan,0.0,402,False,Knock - 25% chance of playing,2025-09-12T13:00:10.032262Z,59,448514.jpg,3.3,False,Aït-Nouri,8.4,False,,d,13,43,10,480105,300,1818675,141162,0.0,1.7,Aït-Nouri,3.0,2025-06-09,2001-06-06,False,p448514,202,0,0,1,2,0,0,0,1,0,0,1,34,43.0,26.7,7.0,7.6,14,8,9,23,3,0.04,0.48,0.52,2.94,189,76,172,43,275,88,237,80,,,,,,,0.02,0.0,0.21,0.23,1.31,0.89,109,7,724,245,133,51,50,18,1.34,0.45,10.25,13,Man City,MCI,DEF,5.9,Man City,67.33333333333333,0.52,2.2444444444444445,0.01782178217821782,0.0,0.21386138613861386,0.0,2.2444444444444445,75.0,0.10693069306930691,-0.01782178217821782,-0.21386138613861386,0.23168316831683167,3.3333333333333335
True,True,,,171314,0,0,0,0,0,2,4.0,3.0,2,Rúben,3.0,408,False,,,55,171314.jpg,3.2,False,dos Santos Gato Alves Dias,4.2,False,,a,13,43,16,179216,33368,163293,14692,0.5,2.9,Rúben,173.0,2020-09-29,1997-05-14,False,p171314,365,0,0,2,4,0,0,0,0,0,0,0,60,68.4,5.0,2.0,7.6,23,8,2,25,4,0.0,0.1,0.10,5.25,125,57,316,108,337,117,236,79,,,,,,,0.0,0.0,0.02,0.02,1.29,0.99,141,17,126,54,143,56,82,32,0.99,0.49,6.16,13,Man City,MCI,DEF,5.5,Man City,91.25,0.1,4.055555555555555,0.0,0.0,0.024657534246575345,0.0,4.055555555555555,100.0,0.0,0.0,-0.024657534246575345,0.024657534246575345,4.0
True,True,,,209365,0,0,0,0,0,2,1.3,0.8,2,Matthijs,1.3,436,False,,,50,209365.jpg,3.0,False,de Ligt,2.8,False,,a,14,1,15,169379,12393,155134,11517,0.3,3.0,De Ligt,152.0,2024-08-13,1999-08-12,False,p209365,450,0,0,0,8,0,0,0,0,0,0,3,70,114.4,40.5,31.0,18.5,33,18,10,43,5,0.31,0.45,0.76,7.22,42,17,120,29,139,26,78,21,,,,,,,0.06,0.0,0.09,0.15,1.44,1.6,259,41,234,86,161,62,107,41,1.0,0.0,8.6,14,Man Utd,MUN,DEF,5.0,Man Utd,90.0,0.76,5.0,0.062,0.0,0.09,0.0,5.0,125.0,0.372,-0.062,-0.09,0.152,3.0
